,id,original_language,title,popularity,release_date,vote_average,vote_count
8017,497814,en,Breaking In,3.788,2018-05-05,6.0,666
8018,252512,en,While We're Young,3.534,2015-04-03,6.0,1122
8019,247218,it,A Boss in the Living Room,3.533,2014-01-01,6.0,527
8020,41439,en,Saw 3D,3.572,2010-10-22,5.989,3068
8021,15516,en,The Last House on the Left,3.53,1972-08-30,6.0,695
8022,11015,en,The Relic,3.53,1997-01-10,6.0,538
8023,10547,en,The Arrival,3.53,1996-05-31,6.0,747
8024,335777,en,The Nut Job 2: Nutty by Nature,3.537,2017-08-11,5.988,421
8025,302688,en,My Big Fat Greek Wedding 2,3.791,2016-03-23,5.988,1015
8026,80038,en,Friends with Kids,3.783,2012-03-09,6.0,469
8027,10349,en,The Dark Half,3.53,1993-04-23,6.0,414
8028,848187,en,Role Play,3.831,2023-12-14,6.0,548
8029,823999,it,Diabolik - Ginko Attacks,3.555,2022-11-17,5.987,467
8030,542224,en,Gretel & Hansel,3.578,2020-01-30,5.986,1453
8031,17336,en,Fighting,3.532,2009-04-24,6.0,708
8032,9564,fr,Asterix & Obelix Take on Caesar,3.83,1999-02-03,5.987,1905
8033,2067,en,Mission to Mars,3.781,2000-03-10,6.0,1440
8034,413857,en,Tragedy Girls,3.542,2017-10-20,6.0,317
8035,346681,en,Wilson,3.535,2017-03-24,5.986,360
8036,59861,en,Larry Crowne,3.828,2011-06-30,5.986,1323
8037,49730,en,Red Riding Hood,3.901,2011-03-10,5.986,3166
8038,36669,en,Die Another Day,4.37,2002-11-17,5.985,3572
8039,21427,fr,The Valet,3.825,2006-03-29,5.986,519
8040,14451,no,Dead Snow,3.532,2009-01-09,6.0,1127
8041,11595,en,Another 48 Hrs.,4.03,1990-06-08,6.0,885
8042,11306,en,Extreme Measures,3.78,1996-09-27,6.0,326
8043,1125311,en,Imaginary,3.844,2024-03-06,5.985,550
8044,353069,en,Mother's Day,3.542,2016-04-28,5.984,1273
8045,11638,en,Guess Who,3.536,2005-03-25,5.984,918
8046,8914,en,Deep Blue Sea,3.533,1999-07-28,6.0,2461
8047,526896,en,Morbius,4.309,2022-03-30,5.982,4394
8048,22821,en,The Boondock Saints II: All Saints Day,3.532,2009-11-24,6.0,756
8049,9894,en,The Cable Guy,4.105,1996-06-10,5.982,2466
8050,11866,en,Flight of the Phoenix,3.531,2004-12-17,6.0,877
8051,10678,en,Bringing Down the House,3.531,2003-03-07,5.982,706
8052,10571,en,Boys and Girls,3.531,2000-06-16,6.0,397
8053,10402,en,Deuce Bigalow: Male Gigolo,4.033,1999-12-10,6.0,1429
8054,785985,fr,The Takedown,3.551,2022-05-06,6.0,478
8055,146198,en,Triple 9,3.536,2016-02-19,5.981,2154
8056,58595,en,Snow White and the Huntsman,3.546,2012-05-30,6.0,7915
8057,12517,fr,Calvaire,3.531,2005-03-09,6.0,316
8058,4234,en,Scream 3,3.908,2000-02-04,5.981,3673
8059,352492,en,XOXO,3.535,2016-08-26,6.0,588
8060,13078,en,The Babysitters,3.533,2008-05-09,5.98,504
8061,7501,en,Knockaround Guys,3.532,2001-11-30,5.98,357
8062,50725,en,Take Me Home Tonight,3.532,2011-03-04,6.0,680
8063,549514,en,Fatale,3.544,2020-12-18,6.0,342
8064,274854,en,The Last Witch Hunter,3.825,2015-10-21,5.978,3635
8065,253626,en,Good Kill,3.534,2015-04-09,6.0,555
8066,39345,en,Casper Meets Wendy,3.574,1998-09-10,5.977,394
8067,9266,en,Blue Crush,3.536,2002-08-08,5.977,538
8068,550201,th,The Pool,3.538,2018-09-27,5.976,338
8069,243442,it,A Fantastic Back and Forth,3.533,2013-12-12,5.976,316
8070,183662,en,Crush,3.533,2013-03-13,6.0,348
8071,175116,it,Out of the Blue,3.533,2013-03-14,5.976,316
8072,28468,it,The Key,3.565,1983-10-19,6.0,411
8073,10538,en,Passenger 57,3.531,1992-11-06,6.0,1021
8074,209112,en,Batman v Superman: Dawn of Justice,4.682,2016-03-23,5.975,18149
8075,88042,en,Parental Guidance,3.533,2012-12-25,6.0,461
8076,8973,en,Lord of Illusions,3.78,1995-08-25,6.0,337
8077,890771,en,The Black Demon,3.563,2023-04-26,6.0,638
8078,630586,en,Wrong Turn,3.547,2021-01-26,6.0,1170
8079,9091,en,Sudden Death,3.536,1995-10-27,5.974,732
8080,320288,en,Dark Phoenix,3.836,2019-06-05,5.973,6613
8081,32823,en,Get Him to the Greek,3.82,2010-06-03,5.973,1791
8082,19994,en,Jennifer's Body,3.574,2009-09-18,5.972,3901
8083,11479,fr,"Little Indian, Big City",3.824,1994-12-14,5.973,587
8084,10900,en,Surveillance,3.532,2008-02-08,6.0,332
8085,579828,ru,Superdeep,3.544,2020-11-04,6.0,300
8086,24402,fr,Emmanuelle,4.038,1974-06-25,6.0,772
8087,10313,en,The Men Who Stare at Goats,4.284,2009-10-17,5.967,2240
8088,9406,en,An American Werewolf in Paris,3.53,1997-05-29,6.0,688
8089,7515,en,London,3.781,2005-09-03,5.972,317
8090,7090,en,Ken Park,3.781,2002-08-31,5.972,617
8091,670428,en,PG: Psycho Goreman,3.542,2020-10-29,5.971,368
8092,396806,en,Anon,3.538,2018-05-03,6.0,1594
8093,308024,en,The Overnight,3.534,2015-06-19,6.0,341
8094,44894,it,I Love You in Every Language in the World,3.531,2005-12-16,6.0,486
8095,9815,en,Goal II: Living the Dream,3.532,2007-02-09,5.97,661
8096,9645,en,Ghost Ship,3.533,2002-10-25,6.0,2435
8097,9348,en,Species,3.531,1995-07-07,6.0,1677
8098,9296,en,S1m0ne,3.532,2002-08-23,6.0,916
8099,1722,en,Captain Corelli's Mandolin,3.536,2001-04-18,6.0,532
8100,758879,en,A Castle for Christmas,3.585,2021-11-26,5.969,324
8101,333348,en,Love the Coopers,3.535,2015-11-12,6.0,809
8102,301348,en,Elvis & Nixon,3.785,2016-03-22,5.964,414
8103,14979,en,Thick as Thieves,1.979,2009-01-09,6.0,793
8104,460321,en,Close,3.539,2019-02-22,6.0,674
8105,174323,en,G.B.F.,0.151,2014-01-17,6.0,390
8106,8698,en,The League of Extraordinary Gentlemen,4.077,2003-07-11,5.968,4081
8107,45535,fr,Fatal,3.532,2010-06-16,6.0,625
8108,11199,en,Wild Hogs,4.032,2007-03-02,5.965,2308
8109,700391,en,65,3.607,2023-03-02,6.0,2500
8110,24795,en,Angels in the Outfield,3.53,1994-07-15,6.0,440
8111,12658,en,Someone Like You...,3.532,2001-03-30,6.0,387
8112,12540,en,Bring It On Again,0.151,2004-01-13,6.0,429
8113,10023,en,Dragnet,3.78,1987-06-23,5.966,490
8114,3597,en,I Know What You Did Last Summer,4.114,1997-10-17,5.966,2827
8115,584962,en,Between Two Ferns: The Movie,3.79,2019-09-20,5.962,879
8116,491473,en,Gloria Bell,3.539,2019-03-07,6.0,318
8117,187596,en,Walk of Shame,3.578,2014-05-02,5.965,1441
8118,12994,en,The Nines,3.782,2007-01-21,5.965,430
8119,955531,es,Sister Death,3.573,2023-10-05,6.0,304
8120,523936,fr,Meander,3.545,2021-07-01,6.0,419
8121,59429,ja,Paranormal Activity: Tokyo Night,3.532,2010-11-20,6.0,435
8122,16061,ja,Tokyo Gore Police,3.533,2008-10-04,6.0,332
8123,4256,en,Scary Movie 3,4.04,2003-10-24,5.962,4143
8124,785752,en,Intrusion,3.833,2021-09-22,5.963,681
8125,211067,en,The Sacrament,3.534,2013-09-02,5.963,452
8126,58224,en,Mr. Popper's Penguins,3.79,2011-06-17,5.963,2993
8127,19840,en,"I Love You, Beth Cooper",3.532,2009-07-10,6.0,890
8128,2313,en,Prime,3.568,2005-09-21,5.963,801
8129,605735,fr,10 Days with Dad,3.54,2020-02-19,6.0,302
8130,460458,en,Resident Evil: Welcome to Raccoon City,3.823,2021-11-24,5.961,2488
8131,266647,en,Pan,4.078,2015-09-24,5.962,2736
8132,11374,en,EDtv,4.031,1999-03-26,5.957,640
8133,414190,en,iBoy,3.535,2017-01-27,6.0,1154
8134,301502,en,Blonde,3.555,2022-09-16,5.961,1386
8135,123109,en,No One Lives,3.534,2013-03-09,6.0,622
8136,27579,en,The American,3.864,2010-08-31,5.961,1373
8137,8069,en,Barbarella,3.532,1968-10-10,6.0,751
8138,125490,en,Antiviral,3.533,2012-09-19,5.96,398
8139,81446,en,The Baytown Outlaws,3.827,2012-08-27,5.96,314
8140,38780,en,Rampage,3.532,2009-09-27,6.0,439
8141,37821,en,Killers,3.82,2010-06-04,5.96,2207
8142,13460,en,Doomsday,3.532,2008-03-14,6.0,1303
8143,321258,en,The Boy,3.536,2016-01-22,5.959,3774
8144,257088,en,Point Break,3.54,2015-12-03,6.0,2308
8145,215830,en,Open Grave,3.533,2013-08-13,6.0,716
8146,8780,en,Baby Mama,3.533,2008-04-25,5.959,659
8147,14372,en,Leviathan,3.536,1989-03-17,6.0,502
8148,13825,en,The Lazarus Project,3.532,2008-10-24,6.0,356
8149,13279,en,Lakeview Terrace,3.782,2008-09-19,5.958,1073
8150,11429,en,Beyond Re-Animator,3.531,2003-04-04,6.0,365
8151,8975,en,The Marine,3.531,2006-10-13,6.0,769
8152,749274,en,Cry Macho,3.546,2021-09-16,6.0,1040
8153,97051,en,Would You Rather,3.571,2013-02-08,5.957,932
8154,74945,fr,War of the Buttons,3.533,2011-09-21,6.0,470
8155,19724,en,Imagine That,3.532,2009-06-19,6.0,566
8156,13477,en,When in Rome,3.569,2010-01-29,5.957,1215
8157,9021,en,The Santa Clause 2,3.569,2002-09-29,6.0,1330
8158,356842,en,The Ones Below,3.541,2016-03-11,6.0,351
8159,257440,en,Term Life,3.535,2016-04-29,6.0,308
8160,97614,en,Deadfall,3.533,2012-11-08,6.0,677
8161,17037,en,I'll Be Home for Christmas,3.531,1998-11-13,6.0,334
8162,1077280,en,Die Hart,3.559,2023-02-22,5.955,456
8163,664574,en,Silent Night,3.547,2021-12-03,6.0,508
8164,39227,en,When in Rome,3.536,2002-11-26,5.955,325
8165,1043565,en,Mindcage,3.624,2022-12-16,6.0,345
8166,559581,en,Stowaway,3.796,2021-06-24,5.954,550
8167,266294,en,Sisters,3.54,2015-12-18,6.0,1384
8168,220286,en,Grand Piano,3.533,2013-10-11,5.954,511
8169,9448,en,The Big Hit,3.531,1998-04-24,6.0,427
8170,1001311,fr,Under Paris,3.634,2024-06-04,5.953,1256
8171,611914,en,The Courier,3.54,2019-11-22,6.0,541
8172,597890,en,Voyagers,3.546,2021-04-08,5.953,885
8173,12556,en,Ghosts of Girlfriends Past,3.57,2009-05-01,6.0,2316
8174,533642,en,Child's Play,3.789,2019-06-19,5.952,1929
8175,487083,en,Paradise Hills,3.789,2019-08-29,5.959,539
8176,245906,en,She's Funny That Way,3.534,2015-04-22,6.0,672
8177,351964,en,The Escort,3.534,2015-11-05,6.0,416
8178,85041,it,The Immature: The Trip,3.533,2012-01-04,5.951,605
8179,50321,en,Mars Needs Moms,3.57,2011-03-09,6.0,708
8180,12245,en,The Oxford Murders,3.532,2008-01-18,6.0,649
8181,267193,en,Grimsby,3.791,2016-02-24,5.95,2318
8182,11078,en,National Security,3.531,2003-01-17,6.0,992
8183,531306,en,Rim of the World,3.539,2019-05-24,5.949,965
8184,228066,en,Victor Frankenstein,3.859,2015-11-10,5.949,2150
8185,18147,en,Unaccompanied Minors,3.538,2006-12-08,5.9,311
8186,2029,fr,Tanguy,3.825,2001-11-21,5.949,468
8187,1483,en,Begotten,3.53,1991-06-05,5.936,312
8188,382517,en,Open Season: Scared Silly,3.534,2015-12-18,5.948,346
8189,10680,en,D3: The Mighty Ducks,3.53,1996-10-04,5.948,453
8190,415010,fr,Ravenous,3.537,2017-09-23,5.9,429
8191,586592,en,Come to Daddy,3.789,2019-04-25,5.946,540
8192,337154,en,The Meddler,3.541,2016-04-05,5.9,350
8193,9275,en,Death to Smoochy,3.531,2002-03-29,5.9,399
8194,340402,en,Almost Christmas,3.535,2016-11-11,5.9,365
8195,228973,en,Backcountry,3.534,2015-03-20,5.9,664
8196,24056,en,The Tournament,3.532,2009-05-01,5.9,631
8197,1410,en,Dark Star,3.53,1974-03-30,5.9,574
8198,12572,en,"New York, I Love You",3.782,2008-09-06,5.946,542
8199,16113,en,The Delta Force,3.53,1986-02-14,5.9,439
8200,13018,en,Deception,3.532,2008-04-24,5.9,663
8201,9383,en,Hollow Man,4.037,2000-08-04,5.941,2556
8202,454699,en,Monster Family,3.537,2017-08-24,5.942,345
8203,299687,en,The 5th Wave,3.539,2016-01-14,5.9,5790
8204,168055,fr,Love Is in the Air,3.833,2013-04-02,5.942,420
8205,34494,it,Sorry if I Love You,3.532,2008-01-25,5.942,708
8206,7451,en,xXx,3.49,2002-08-09,5.941,4365
8207,895744,en,Studio 666,3.55,2022-02-24,5.9,304
8208,509730,en,The Queen's Corgi,3.539,2019-02-13,5.9,429
8209,258193,en,Alien Abduction,3.54,2014-04-04,5.941,381
8210,602734,en,Spiral: From the Book of Saw,3.546,2021-05-12,5.94,2066
8211,503619,en,The Package,3.538,2018-08-10,5.94,1202
8212,24831,en,Piranha,3.567,1978-08-03,5.9,679
8213,14248,en,Igor,4.032,2008-09-19,5.935,564
8214,11718,en,Who's Harry Crumb?,3.53,1989-02-03,5.9,326
8215,11152,en,The Ruins,3.532,2008-04-02,5.9,1291
8216,1966,en,Alexander,3.832,2004-11-21,5.94,3298
8217,445954,en,Acts of Vengeance,3.787,2017-10-27,5.9,570
8218,91314,en,Transformers: Age of Extinction,3.84,2014-06-25,5.9,8258
8219,11775,en,Intolerable Cruelty,4.113,2003-09-02,5.939,1516
8220,7091,en,Vampire's Kiss,3.53,1989-06-02,5.9,419
8221,4923,en,Zardoz,3.567,1974-02-06,5.9,456
8222,2749,en,15 Minutes,3.531,2001-03-01,5.9,734
8223,470114,en,24 Hours to Live,3.537,2017-10-26,5.9,656
8224,460019,en,Truth or Dare,3.577,2018-04-12,5.9,4046
8225,458005,en,Zoe,3.538,2018-07-19,5.938,405
8226,310133,en,Cop Car,3.784,2015-07-08,5.938,860
8227,139038,en,A Haunted House,3.533,2013-01-11,5.9,1921
8228,136835,en,No Good Deed,5.326,2014-09-10,5.9,633
8229,112200,en,Thanks for Sharing,3.608,2013-09-19,5.938,553
8230,590869,it,Hammamet,3.54,2020-01-09,5.9,403
8231,87101,en,Terminator Genisys,6.046,2015-06-23,5.9,8490
8232,1690,en,Hostel,3.819,2005-09-17,5.936,3666
8233,98357,en,Broken City,3.827,2013-01-18,5.936,1477
8234,81796,en,Lockout,3.827,2012-04-12,5.936,1854
8235,10765,en,Private Benjamin,3.53,1980-10-06,5.9,386
8236,10714,en,The Jungle Book,3.53,1994-12-23,5.9,468
8237,10204,en,Around the World in 80 Days,4.281,2004-06-16,5.934,2537
8238,39386,fr,The Corsican File,3.531,2004-10-06,5.9,374
8239,10357,en,Volcano,3.531,1997-04-25,5.932,1549
8240,9597,fr,Vidocq,3.825,2001-09-18,5.932,533
8241,2018,en,The Wedding Planner,3.568,2001-01-26,5.9,1711
8242,565413,it,The King's Musketeers,3.543,2018-12-27,5.931,390
8243,452507,en,1922,3.538,2017-10-20,5.931,2756
8244,13962,en,Blank Check,3.53,1994-02-11,5.9,504
8245,13668,en,Catch and Release,3.532,2006-10-20,5.9,572
8246,10488,en,Nim's Island,3.533,2008-04-03,5.9,1134
8247,8555,en,Creep,3.531,2004-08-10,5.9,758
8248,328720,it,Ma che bella sorpresa,3.534,2015-03-11,5.9,402
8249,19384,en,Dark Angel,3.53,1990-01-26,5.9,323
8250,12500,en,American Ninja,3.568,1985-08-30,5.93,434
8251,6073,en,The Mexican,4.031,2001-03-01,5.929,1478
8252,12819,en,Alpha and Omega,3.532,2010-09-16,5.929,513
8253,52067,en,Cedar Rapids,3.532,2011-02-11,5.9,431
8254,49010,en,Hobo with a Shotgun,3.569,2011-05-06,5.928,631
8255,38541,en,The Divide,3.533,2012-01-13,5.928,669
8256,37905,fr,The Horde,3.782,2010-02-10,5.927,468
8257,354251,en,Southbound,3.534,2015-09-17,5.9,618
8258,10145,en,The Forgotten,3.532,2004-09-24,5.9,1140
8259,395,en,AVP: Alien vs. Predator,2.385,2004-08-12,5.9,4521
8260,324542,en,Sleepless,3.535,2017-01-12,5.925,1262
8261,291870,en,Dirty Grandpa,3.787,2016-01-20,5.925,4405
8262,172533,en,Drinking Buddies,3.533,2013-08-23,5.925,817
8263,158907,en,Breathe In,3.533,2013-01-18,5.9,315
8264,64639,en,Straw Dogs,3.789,2011-09-16,5.925,575
8265,68728,en,Oz the Great and Powerful,4.378,2013-03-07,5.9,6551
8266,800937,en,Senior Year,3.552,2022-05-11,5.9,848
8267,270487,en,"Hail, Caesar!",4.836,2016-02-05,5.923,3802
8268,11674,en,101 Dalmatians,3.606,1996-11-27,5.9,3427
8269,11011,en,Ri¢hie Ri¢h,4.037,1994-12-19,5.9,2291
8270,640923,it,Kidz,3.54,2020-01-23,5.9,373
8271,617505,en,Hubie Halloween,3.549,2020-10-07,5.9,1657
8272,10366,en,Universal Soldier: The Return,3.537,1999-08-05,5.9,1273
8273,9923,en,Domino,4.042,2005-10-14,5.916,1214
8274,563907,it,All You Need is Crime,3.788,2019-01-10,5.921,462
8275,346709,en,Line of Duty,3.54,2019-12-25,5.9,331
8276,34069,de,Cargo,3.532,2009-09-24,5.9,390
8277,501395,en,True History of the Kelly Gang,3.54,2019-11-23,5.9,320
8278,462148,fr,Love Addict,3.787,2018-04-18,5.92,350
8279,9825,en,Lake Placid,3.531,1999-07-15,5.9,1149
8280,9073,en,Free Willy 2: The Adventure Home,3.53,1995-07-19,5.92,588
8281,785516,fr,Stuck Together,3.547,2021-10-20,5.9,407
8282,505707,en,Waiting for the Barbarians,3.54,2019-09-06,5.9,381
8283,297761,en,Suicide Squad,2.934,2016-08-03,5.918,21295
8284,11157,en,She-Devil,3.53,1989-12-08,5.9,394
8285,2103,en,Solaris,4.031,2002-11-27,5.919,1323
8286,62764,en,Mirror Mirror,3.539,2012-03-15,5.9,3169
8287,39053,en,Cyrus,3.532,2010-06-18,5.9,419
8288,32856,en,Valentine's Day,3.571,2010-02-10,5.918,3060
8289,423949,en,Unicorn Store,3.537,2017-09-11,5.9,849
8290,311667,en,Manhattan Night,3.785,2016-05-20,5.9,387
8291,270302,en,The Riot Club,3.534,2014-09-19,5.9,980
8292,146223,en,Closed Circuit,3.533,2013-08-28,5.9,459
8293,2176,en,The Glass House,3.568,2001-09-14,5.917,993
8294,399019,en,The Beguiled,3.537,2017-06-23,5.9,2161
8295,340676,fr,Personal Shopper,3.786,2016-12-14,5.915,1238
8296,10748,en,St. Trinian's,3.569,2007-12-21,5.916,471
8297,673593,en,Mean Girls,3.586,2024-01-10,5.9,591
8298,174675,en,The Machine,3.783,2013-04-25,5.91,810
8299,9895,en,Man of the Year,3.536,2006-10-09,5.9,460
8300,805320,es,Bird Box Barcelona,3.568,2023-07-14,5.9,720
8301,448194,en,Pyewacket,3.537,2017-12-08,5.9,315
8302,98566,en,Teenage Mutant Ninja Turtles,6.481,2014-08-07,5.913,6844
8303,14648,fr,Podium,3.531,2004-02-11,5.9,439
8304,182560,en,Dark Places,3.784,2015-04-08,5.913,1287
8305,74998,en,Seeking Justice,3.533,2011-09-02,5.9,1008
8306,9005,en,The Ice Harvest,3.531,2005-11-23,5.9,307
8307,2687,en,Memoirs of an Invisible Man,4.03,1992-02-28,5.905,598
8308,501979,en,Bill & Ted Face the Music,4.298,2020-08-27,5.907,967
8309,87516,en,Oldboy,3.535,2013-11-14,5.9,1985
8310,38031,en,You Will Meet a Tall Dark Stranger,3.532,2010-09-22,5.9,857
8311,479455,en,Men in Black: International,4.041,2019-06-12,5.91,4980
8312,353569,en,Table 19,3.573,2017-03-03,5.91,965
8313,495766,it,I'm Back,3.537,2018-02-01,5.909,561
8314,306952,en,Naomi and Ely's No Kiss List,3.534,2015-09-18,5.9,1070
8315,45649,fr,Rubber,3.532,2010-11-09,5.9,1032
8316,10985,en,The New Guy,3.531,2002-05-10,5.909,596
8317,10136,en,The Golden Child,4.068,1986-12-12,5.908,1089
8318,996821,en,You're Cordially Invited,4.597,2025-01-29,5.9,305
8319,258489,en,The Legend of Tarzan,4.075,2016-06-29,5.909,6265
8320,146381,en,Justin and the Knights of Valour,3.533,2013-08-09,5.908,315
8321,99579,fr,"Farewell, My Queen",3.533,2012-03-21,5.9,306
8322,13006,en,Split Second,3.53,1992-05-01,5.9,320
8323,9431,en,Bordello of Blood,3.53,1996-08-16,5.9,380
8324,7548,en,The Libertine,3.531,2004-09-16,5.907,454
8325,1970,en,The Grudge,3.569,2004-10-22,5.9,2977
8326,496704,en,Tremors: A Cold Day in Hell,3.538,2018-05-01,5.9,417
8327,375588,en,Robin Hood,3.576,2018-11-03,5.906,2993
8328,169219,en,The Dyatlov Pass Incident,3.533,2013-02-27,5.9,667
8329,86828,en,Absolutely Anything,3.822,2015-02-13,5.9,1475
8330,18823,en,Clash of the Titans,4.073,2010-03-26,5.907,6317
8331,9973,en,Air Buddies,3.532,2006-12-12,5.9,329
8332,7364,en,Sahara,4.074,2005-04-06,5.904,1509
8333,1093231,en,Mother of the Bride,3.605,2024-05-08,5.9,304
8334,808023,en,The Virtuoso,3.545,2021-04-30,5.9,388
8335,555974,en,Brahms: The Boy II,3.54,2020-02-20,5.9,1242
8336,513409,en,Earthquake Bird,3.54,2019-11-01,5.905,441
8337,2636,en,The Specialist,3.531,1994-10-07,5.905,1316
8338,36691,en,Solitary Man,3.532,2009-09-07,5.9,319
8339,10640,en,Futureworld,3.53,1976-08-13,5.903,324
8340,9417,en,Wrongfully Accused,3.531,1998-07-23,5.9,439
8341,2310,en,Beowulf,3.533,2007-11-05,5.9,2870
8342,464504,en,A Madea Family Funeral,3.539,2019-03-01,5.9,483
8343,290555,en,Wolves,3.534,2014-08-28,5.9,302
8344,9072,en,Little Man,3.547,2006-08-31,5.9,1758
8345,974453,en,Absolution,6.443,2024-10-31,5.913,360
8346,151960,en,Planes,3.536,2013-08-09,5.901,1710
8347,418437,en,Unforgettable,3.578,2017-03-06,5.9,647
8348,362637,it,Opposites Attract,3.534,2015-10-08,5.9,302
8349,334527,en,Criminal Activities,3.534,2015-11-20,5.899,303
8350,238603,en,Earth to Echo,3.534,2014-06-14,5.899,584
8351,27414,en,"Silent Night, Deadly Night",3.53,1984-11-09,5.9,381
8352,10495,en,The Karate Kid Part III,3.781,1989-06-16,5.9,1643
8353,862551,en,Me Time,3.554,2022-08-26,5.898,917
8354,807172,en,The Exorcist: Believer,3.575,2023-10-04,5.9,1087
8355,10280,en,Thinner,3.53,1996-10-25,5.9,615
8356,5137,en,Sky Captain and the World of Tomorrow,4.281,2004-09-17,5.892,1269
8357,1995,en,Lara Croft: Tomb Raider,4.827,2001-06-11,5.897,6147
8358,167032,en,Curse of Chucky,3.534,2013-10-08,5.896,1581
8359,53399,it,The Solitude of Prime Numbers,3.532,2010-09-10,5.9,383
8360,14873,en,The Jungle Book 2,3.531,2003-02-07,5.896,1144
8361,10708,en,Daddy Day Care,3.569,2003-05-09,5.896,2134
8362,235271,en,Addicted,3.573,2014-10-10,5.895,417
8363,39285,en,Beauty & the Briefcase,3.569,2010-07-20,5.895,408
8364,11968,en,Into the Blue,3.531,2005-09-30,5.9,1508
8365,9982,en,Chicken Little,3.783,2005-11-04,5.895,3931
8366,1884,en,The Ewok Adventure,3.567,1984-11-25,5.895,382
8367,2022,en,Mr. Deeds,4.284,2002-06-28,5.893,2313
8368,829557,pl,365 Days: This Day,3.936,2022-04-26,5.893,1671
8369,457962,en,Shimmer Lake,3.537,2017-06-09,5.9,425
8370,390584,en,King Cobra,3.573,2016-10-21,5.893,469
8371,54540,en,Beverly Hills Chihuahua 2,3.532,2011-02-01,5.893,395
8372,643550,en,Nocturne,3.542,2020-10-13,5.9,459
8373,446131,en,Madame,3.537,2017-08-17,5.9,302
8374,439079,en,The Nun,3.547,2018-09-05,5.892,6745
8375,254473,en,Brick Mansions,3.535,2014-04-22,5.9,1525
8376,203665,fr,Paris or Perish,3.533,2013-07-15,5.9,302
8377,147868,it,The Worst Christmas of My Life,3.533,2012-12-22,5.891,524
8378,13389,en,Righteous Kill,3.532,2008-09-11,5.9,1251
8379,9767,en,The Break-Up,3.857,2006-06-01,5.892,2688
8380,505436,fr,Serial (Bad) Weddings 2,3.576,2019-01-30,5.89,1271
8381,346672,en,Underworld: Blood Wars,3.537,2016-11-24,5.89,3705
8382,460648,zh,Bleeding Steel,3.537,2017-12-18,5.9,515
8383,416234,en,Winchester,3.537,2018-02-02,5.9,1751
8384,10030,en,Good Luck Chuck,3.589,2007-09-21,5.9,1529
8385,184125,en,Assault on Wall Street,3.54,2013-06-30,5.888,466
8386,693113,en,Midnight in the Switchgrass,3.59,2021-07-23,5.887,432
8387,192145,en,Third Person,3.534,2014-06-20,5.9,604
8388,62838,en,New Year's Eve,4.109,2011-12-08,5.889,2152
8389,16558,en,Duplicity,3.532,2009-03-18,5.9,796
8390,9907,en,Barnyard,4.032,2006-08-04,5.886,1107
8391,811656,en,Monstrous,3.551,2022-05-13,5.9,303
8392,649087,sv,Red Dot,3.544,2021-02-11,5.9,700
8393,89492,en,This Is 40,3.851,2012-12-20,5.885,2184
8394,23514,en,The Rum Diary,3.783,2011-10-13,5.9,1248
8395,13067,en,In the Land of Women,3.532,2007-04-20,5.885,492
8396,72571,en,Paranormal Activity 3,3.534,2011-10-19,5.884,2208
8397,476764,en,The Front Runner,3.538,2018-11-06,5.9,358
8398,283445,en,Sinister 2,3.784,2015-08-19,5.883,2151
8399,28597,en,Problem Child 2,3.53,1991-07-03,5.9,613
8400,22894,en,Legion,3.609,2010-01-21,5.883,2660
8401,11648,en,Must Love Dogs,3.568,2005-07-21,5.883,467
8402,6439,en,Racing Stripes,3.568,2005-01-06,5.9,618
8403,671039,fr,Rogue City,3.88,2020-10-30,5.882,592
8404,340945,en,USS Indianapolis: Men of Courage,3.535,2016-09-22,5.9,612
8405,333674,en,Intruders,3.534,2015-06-12,5.882,479
8406,14140,en,Herbie Goes to Monte Carlo,3.53,1977-06-24,5.9,321
8407,2084,en,Birthday Girl,3.531,2001-09-06,5.9,406
8408,34480,en,The Descent: Part 2,3.533,2009-10-14,5.881,1177
8409,284289,en,Beyond the Reach,5.324,2014-09-06,5.9,364
8410,20829,en,Funny People,3.532,2009-07-30,5.9,1315
8411,11187,en,Child's Play 3,3.53,1991-08-30,5.9,1606
8412,9030,en,The Eye,3.532,2008-02-01,5.9,1068
8413,216015,en,Fifty Shades of Grey,4.301,2015-02-11,5.879,11904
8414,57331,fr,Largo Winch II,4.076,2011-02-16,5.88,366
8415,12596,en,Pushing Tin,3.531,1999-04-23,5.879,400
8416,318,en,The Million Dollar Hotel,3.531,2000-02-09,5.9,342
8417,241843,en,Cooties,3.534,2014-10-10,5.9,752
8418,17134,en,12 Rounds,3.532,2009-03-19,5.9,791
8419,471507,en,Destroyer,3.538,2018-12-25,5.9,726
8420,37707,en,Splice,3.534,2010-06-03,5.9,2275
8421,395458,en,Suburbicon,3.787,2017-10-26,5.876,1716
8422,208763,ru,Forbidden Empire,3.533,2014-01-30,5.9,311
8423,1257,en,Because I Said So,3.537,2007-02-02,5.875,641
8424,97020,en,RoboCop,3.786,2014-01-30,5.874,5538
8425,615658,en,Awake,3.545,2021-06-09,5.873,1081
8426,9582,en,A Guy Thing,3.568,2003-01-17,5.873,346
8427,249070,en,Hitman: Agent 47,3.61,2015-08-20,5.9,3087
8428,175574,en,Free Birds,3.534,2013-10-30,5.871,792
8429,79697,en,Butter,3.533,2012-10-05,5.9,400
8430,20414,it,"Grande, grosso e Verdone",3.537,2008-03-07,5.9,383
8431,780154,pl,All My Friends Are Dead,3.544,2020-12-28,5.9,350
8432,206296,en,The Last Five Years,3.534,2014-11-03,5.9,342
